"przypadek","38"
"usłyszeć","38"
"ważnego","38"
"kamień","38"
"mniej","38"
"posiada","38"
"zwłaszcza","38"
"krzyknęła","38"
"patrząc","38"
"strzelać","38"
"rady","38"
"złota","38"
"głupi","38"
"śmiejąc","38"
"rewolwer","38"
"wrócili","38"
"przychodzę","38"
"koniu","38"
"pańskim","38"
"zakonnika","38"
"waszym","38"
"jeźdźcy","38"
"zaczęła","38"
"francuz","38"
"wróciła","38"
"ministra","38"
"antonio","38"
"zewnątrz","38"
"zemsta","38"
"meksykanie","38"
"paryżu","37"
"najszybciej","37"
"żona","37"
"toż","37"
"mocy","37"
"parku","37"
"szczęśliwy","37"
"zamknięte","37"
"zamierza","37"
"służyć","37"
"położenie","37"
"niebezpieczne","37"
"pewna","37"
"przyniesie","37"
"słuszność","37"
"dowiem","37"
"porządku","37"
"dobrego","37"
"mej","37"
"mężczyzny","37"
"mruczał","37"
"podróż","37"
"pozostać","37"
"dumą","37"
"ranny","37"
"strzelby","37"
"zrobimy","37"
"prokurator","37"
"państwa","37"
"żonę","37"
"daję","37"
"nadziei","37"
"udała","37"
"brakuje","37"
"następnego","37"
"złe","37"
"zgadzam","37"
"roboty","37"
"gospodarza","37"
"trudne","37"
"cruz","37"
"poruczniku","37"
"zobaczy","37"
"klasztorze","37"
"wołając","37"
"apacza","37"
"wiadomo","36"
"względu","36"
"matki","36"
"przyjechał","36"
"przybyć","36"
"objął","36"
"towarzystwo","36"
"zwykle","36"
"postaci","36"
"karę","36"
"spojrzała","36"
"złości","36"
"przedstawić","36"
"nazywał","36"
"milczenie","36"
"gniewem","36"
"wyrok","36"
"najprędzej","36"
"nazywają","36"
"zbrodni","36"
"znalazłem","36"
"konieczne","36"
"sześciu","36"
"twojej","36"
"niezmiernie","36"
"zabił","36"
"dziwny","36"
"historia","36"
"służącego","36"
"wymierzył","36"
"niepostrzeżenie","36"
"dowódca","36"
"powóz","36"
"bacznie","36"
"znacznie","36"
"listy","36"
"latarkę","36"
"sędzia","36"
"myśliwego","36"
"bronią","36"
"szuka","36"
"myślicie","36"
"ogniska","36"
"okolicy","36"
"szukał","36"
"ujrzeli","36"
"jefrouw","36"
"północ","36"
"indianka","36"
"ciągu","36"
"wojny","36"
"prezydentem","36"
"sierżant","36"
"juarezem","36"
"generale","36"
"queretaro","36"
"krokodyle","35"
"polecenie","35"
"stan","35"
"usiąść","35"
"znajdował","35"
"stoją","35"
"prowadził","35"
"postaram","35"
"pory","35"
"towarzyszyć","35"
"znaczyć","35"
"wołała","35"
"poprosił","35"
"obcego","35"
"spokojem","35"
"uważam","35"
"prostu","35"
"złożyć","35"
"adieu","35"
"doszli","35"
"końca","35"
"żarty","35"
"potrzeby","35"
"kobietą","35"
"dostałem","35"
"dowód","35"
"polegać","35"
"przeciwnika","35"
"straszny","35"
"sądził","35"
"ruszył","35"
"strój","35"
"niewoli","35"
"otrzymać","35"
"któryś","35"
"każdą","35"
"zdziwienia","35"
"krótkim","35"
"warunki","35"
"pracy","35"
"pozostałych","35"
"stracił","35"
"ogrodu","35"
"tysiące","35"
"najprawdopodobniej","35"
"właściciel","35"
"obóz","35"
"nadeszła","35"
"opór","35"
